"Participant","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Gender","Age","Ethnicity","Nationality","Years_Singapore","Education","Student","Discipline","English","AI_expertise","GAAIS_Positive_7","GAAIS_Negative_15","BAIT_6_EnvironmentReal","GAAIS_Positive_17","BAIT_4_VideosIssues","GAAIS_Negative_10","BAIT_2_ImagesIssues","BAIT_1_ImagesRealistic","BAIT_5_ImitatingReality","GAAIS_Negative_9","BAIT_7_TextRealistic","GAAIS_Positive_12","BAIT_8_TextIssues","BAIT_3_VideosRealistic","Duration_BAIT","PID5_NegativeAffect_10","PID5_NegativeAffect_15","PID5_Disinhibition_6","PID5_Psychoticism_23","PID5_Antagonism_17","PID5_Antagonism_25","PID5_Disinhibition_2","PID5_Antagonism_20","PID5_Psychoticism_21","PID5_Psychoticism_12","PID5_Detachment_14","PID5_Psychoticism_7","PID5_Disinhibition_3","PID5_NegativeAffect_11","PID5_Detachment_13","PID5_Detachment_4","PID5_Disinhibition_1","PID5_NegativeAffect_8","PID5_Disinhibition_5","PID5_Antagonism_22","PID5_Antagonism_19","PID5_Detachment_18","PID5_NegativeAffect_9","PID5_Psychoticism_24","PID5_Detachment_16","Duration_PID5","IPIP6_Extraversion_1","IPIP6_Agreeableness_2","IPIP6_Conscientiousness_3","IPIP6_Neuroticism_4","IPIP6_Openness_5","IPIP6_HonestyHumility_6_R","IPIP6_Extraversion_7_R","IPIP6_Agreeableness_8_R","IPIP6_Openness_9_R","IPIP6_Conscientiousness_10","IPIP6_Conscientiousness_11_R","IPIP6_HonestyHumility_12_R","IPIP6_Openness_13_R","IPIP6_Agreeableness_14","IPIP6_Neuroticism_15_R","IPIP6_Neuroticism_16","IPIP6_Neuroticism_17_R","IPIP6_HonestyHumility_18_R","IPIP6_Extraversion_19_R","IPIP6_Agreeableness_20_R","IPIP6_Openness_21_R","IPIP6_Conscientiousness_22_R","IPIP6_Extraversion_23","IPIP6_HonestyHumility_24_R","Duration_IPIP6"
"S547",2024-11-15 10:56:03,257.798116666667,"edge-chromium 130.0.0","false","Windows 10",1912,956,"Female","21","Chinese","Singaporean","21","High school or equivalent (A-levels, Diploma, etc.)","Yes","Humanities - History","Native","Experienced (I use it often)",0.67,0.29,0.8,0.66,0.62,0.63,0.34,0.64,0.57,0.62,0.32,0.72,0.66,0.44,1.75600500000001,2,2,1,2,1,1,1,0,2,1,0,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1.97388333333333,0.78,0.85,0.45,0.58,0.9,0.38,0.02,0.32,0.61,0.77,0.48,0.27,0.28,0.74,0.73,0.58,0.68,0.29,0.28,0.28,0.64,0.54,0.68,0.43,2.19495
"S200",2024-02-05 17:08:39,27.77325,"samsung 23.0.0","true","Android OS",980,1812,"Female","26","Malay","Singaporean","26","University (master) <sub><sup>or equivalent</sup></sub>","Yes","Social Sciences ","Native","Highly experienced (I use it a lot)",0.92,1,0.87,0.11,1,1,0.19,1,1,0.73,1,0.94,0.09,0.11,0.645080000003179,3,1,0,0,1,2,1,1,2,0,0,3,0,0,2,0,2,3,1,0,2,0,2,0,2,1.13085,0.9,0.91,0.7,0.98,1,0.24,0.04,0.06,0.18,0.65,0.8,0.73,0.15,0.78,0.19,0.71,0.68,0.8,0.17,0.18,0.16,0.74,0.6,0.86,12.08525
"S522",2024-10-18 09:20:14,97.7722666666667,"edge-chromium 129.0.0","false","Windows 10",1920,1080,"Male","24","Chinese","Singaporean","24","High school or equivalent (A-levels, Diploma, etc.)","Yes","Mechanical Engineering","Native","Highly experienced (I use it a lot)",1,0.31,0.74,0.89,0.75,0.3,0.68,0.62,0.63,0.38,0.68,0.61,0.33,0.4,1.50748333333333,1,1,1,0,1,0,0,1,0,0,1,1,0,2,0,2,0,1,1,1,1,1,0,0,1,2.53378333333333,0.12,0.74,0.64,0.07,0.39,0.32,0.44,0.35,0.67,0.77,0.66,0.47,0.6,0.65,0.72,0.09,0.73,0.04,0.32,0.32,0.78,0.3,0.02,0,3.14806833333572
"S199",2024-02-05 17:08:18,6.28238333333333,"samsung 23.0.0","true","Android OS",980,1866,"Other","Na","Ba","Na","Na","Primary school","Yes","Na","Fluent (conversational)","Little experience (I tried it)",0.65,0.81,0.66,0.64,0.76,1,1,0.61,0.71,0.67,0.77,0.77,0.89,0.22,0.335809999999901,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.401716666666667,0.19,0.23,0.24,0.2,0.27,0.24,0.35,0.26,0.28,0.22,0.27,0.2,0.25,0.29,0.19,0.27,0.29,0.25,0.84,0.32,0.25,0.29,0.3,0.19,0.267121666666865
"S247",2024-02-05 18:13:41,29.4243666666667,"chrome 110.0.0","true","Android OS",980,1666,"Female","33","Chinese","Singaporean","33","High school or equivalent (A-levels, Diploma, etc.)","No","Education ","Fluent (conversational)","Experienced (I use it often)",0.65,0.73,0.66,0.64,0.73,0.69,1,0.68,0.25,0.68,0.25,0.55,0.87,0.65,1.00503333333333,1,2,2,2,1,0,1,1,1,0,1,1,2,1,3,2,1,3,1,1,1,1,1,2,2,1.38358333333333,0.07,0.64,0.65,0.5,0.69,0.38,0.67,0.41,0.6,0.69,0.63,0.59,0.59,0.63,0.33,0.64,0.41,0.3,0.74,0.69,0.62,0.55,0.24,0.23,1.07938333333333
"S206",2024-02-05 17:22:06,22.84635,"ios 17.2.0","true","iOS",980,1665,"Female","36","Chinese","Singaporean","36","Bachelor or equivalent","No","Business","Fluent (academic)","Highly experienced (I use it a lot)",0.87,0.91,0.03,0.28,0.99,0.68,0.26,1,0.18,0.07,0.81,0.99,0.89,0.03,1.11661666666667,2,1,0,2,1,1,0,2,3,2,2,2,2,2,0,2,1,2,0,0,1,1,2,0,3,1.7121,0,0.36,0.27,0.77,0.77,0.23,0.75,0.86,0.18,0.57,0.43,0.64,0.22,0.38,0.27,0.86,0.16,0,1,0.83,0.31,0.19,0,0.65,1.54101666666667
"S436",2024-02-16 12:41:23,14.36175,"ios 17.2.0","true","iOS",980,1642,"Male","22","malay","singaporean","22","High school or equivalent (A-levels, Diploma, etc.)","No","sports ","Fluent (academic)","Little experience (I tried it)",0.59,0.58,0.6,0.62,0.65,0.45,0.38,0.46,0.58,0.52,0.64,0.59,0.56,0.6,1.09318333333333,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,0.714083333333333,0.54,0.6,0.54,0.54,0.41,0.66,0.68,0.28,0.67,0.61,0.63,0.59,0.62,0.65,0.47,0.6,0.57,0.48,0.45,0.47,0.55,0.63,0.53,0.53,0.6205
"S230",2024-02-05 17:44:46,38.8598,"chrome 121.0.0","true","Android OS",980,1775,"Male","29","Chinese","Singapore","29","University (master) <sub><sup>or equivalent</sup></sub>","No","arts and Humanitiea","Native","Relatively experienced (I used it a few times)",0.08,0.22,0.69,0.73,0.2,0.62,0.67,0.3,0.26,0.78,0.69,0.9,0.66,0.21,1.22015666666664,1,1,1,2,1,0,0,0,2,0,1,2,1,1,0,0,0,0,1,1,0,1,0,1,1,1.17335,0.27,0.81,0.64,0.07,0.85,0.18,0.5,0.3,0.52,0.95,0.33,0.56,0.25,0.78,0.95,0.18,0.24,0.18,0.18,0.37,0.4,0.11,0.44,0.16,0.929875
"S139",2024-02-05 16:09:51,26.7926833333333,"chrome 103.0.0","false","Mac OS",1280,592,"Female","27","Chinese","Singaporean","27","Bachelor or equivalent","No","Communication Studies","Native","Relatively experienced (I used it a few times)",0.6,0.9,0.89,0.61,0.66,0.78,0.4,1,0.9,0.61,1,0.91,0.07,0.41,1.06608333333333,1,1,2,2,1,2,1,1,3,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1.07598333333333,0.5,0.77,0.22,0.92,0.38,0.78,0.77,0.89,0.4,0.89,0.23,0.92,0.38,0.76,0.39,0.5,0.23,0.77,0.38,0.36,0.36,0.08,0.7,0.81,1.466885
"S076",2024-02-05 15:42:19,18.7628666666667,"chrome 121.0.0","false","Windows 10",1920,919,"Male","27","Chinese","Singaporean","27","High school or equivalent (A-levels, Diploma, etc.)","Yes","Diagnostic Radiography","Fluent (academic)","Little experience (I tried it)",0.7,0.71,0.55,0.44,0.59,0.39,0.37,0.57,0.6,0.4,0.33,0.67,0.77,0.6,0.936529999999205,1,1,0,2,1,0,0,1,2,0,2,2,1,2,0,1,1,2,0,0,2,0,1,1,2,1.207,0.34,0.69,0.57,0.07,0.28,0.36,1,0.2,0.07,0.77,0.05,0.58,0.25,0.61,0,0.29,0.29,0.42,1,0.62,0.17,0.37,0,0.09,1.14939833333095
"S088",2024-02-05 15:47:03,40.2515166666667,"chrome 121.0.0","true","Android OS",980,1788,"Male","25","Chinese","Singaporean","25","High school or equivalent (A-levels, Diploma, etc.)","Yes","Computer science ","Native","Experienced (I use it often)",0.78,0.29,0.83,0.85,0.68,0.68,0.11,0.69,0.27,0.12,0.15,0.71,0.86,0.23,1.48005500000318,2,1,2,3,1,1,1,1,1,3,1,1,2,3,2,3,0,1,1,1,2,3,1,1,3,1.92241666666667,0,0.23,0.22,0.64,0.93,0.62,0.89,0.3,0.86,0.59,0.88,0.37,0.27,0.26,0.91,0.67,0.25,0.24,0.95,0.28,0.27,0.01,0.01,0.02,1.10838999999364
"S516",2024-10-09 09:20:06,143.189166666667,"edge-chromium 129.0.0","false","Windows 10",1912,956,"Male","25","Indian","Singaporean","25","High school or equivalent (A-levels, Diploma, etc.)","Yes","Computer Science","Native","Experienced (I use it often)",0.98,0.78,1,0.75,0.64,0.63,0.17,1,0.69,0,0.33,0.85,0.89,0.95,3.76660500000119,2,1,0,2,0,2,0,2,2,0,1,2,1,1,2,2,2,3,1,2,2,1,0,0,2,1.44988333333333,0.37,0.67,0.24,0.2,0.24,0.6,0.36,0.07,0.17,0.77,0.57,0.6,0.72,0.82,0.75,0.17,0.26,0.67,0.27,0.34,0,0.84,0.4,0.92,3.902075
"S102",2024-02-05 15:56:06,99.0657333333333,"edge-chromium 121.0.0","false","Windows 10",951,552,"Male","21","Chinese","Singaporean","21","High school or equivalent (A-levels, Diploma, etc.)","Yes","Social science","Native","Experienced (I use it often)",0.65,0.64,0.76,0.75,0.63,0.85,0.7,0.82,0.63,0.74,0.74,0.75,0.76,0.75,0.608303333333383,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,0,1,1,1,22.7270333333333,0.14,0.36,0.66,0.13,0.28,0.94,0,0.15,0.7,1,0.63,0.66,0.17,0.38,0.77,0.26,0.34,0.17,0.73,0.82,0.64,0.66,0.65,0.94,0.950978333333383
"S161",2024-02-05 16:26:31,17.7746,"chrome 121.0.0","false","Windows 10",1280,551,"Female","23","Chinese","Singaporean","23","High school or equivalent (A-levels, Diploma, etc.)","Yes","Physiotherapy","Fluent (academic)","Little experience (I tried it)",0.66,0.68,0.68,0.69,0.69,0.68,0.66,0.69,0.68,0.68,0.68,0.66,0.69,0.66,1.01264000000159,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1.42875,0,0.69,0.73,0.71,0.72,0.14,0.58,0.65,0.4,0.71,0.02,0.37,0.01,0.62,0.17,0.75,0.19,0.62,0.7,0.71,0.22,0.27,0.26,0,0.834301666665077
"S051",2024-02-05 15:36:55,94.6537833333333,"chrome 120.0.0","true","Android OS",980,1707,"Male","33","Chinese","Chinese","33","Bachelor or equivalent","No","Science","Fluent (academic)","Relatively experienced (I used it a few times)",0.75,0.32,0.62,0.62,0.66,0.37,0.67,0.35,0.64,0.18,0.34,0.96,0.27,0.34,1.86623166666677,2,3,2,2,2,0,1,0,1,0,2,2,0,2,0,0,0,3,1,0,2,0,0,0,2,1.59635,0.09,0.8,0.81,0.05,0.74,0.14,1,0.32,0.29,0.83,0.33,0.84,0.3,0.73,0.62,0.3,0.39,0.01,1,0.19,0.88,0.83,0,0.73,1.47065166666669
"S322",2024-02-05 20:42:17,39.0375333333333,"chrome 121.0.0","false","Windows 10",1920,911,"Male","24","Chinese","Singapore","24","High school or equivalent (A-levels, Diploma, etc.)","Yes","Information Systems","Fluent (academic)","Experienced (I use it often)",0.73,0.75,0.68,0.68,0.73,0.76,0.48,0.59,0.71,0.89,0.57,0.81,0.56,0.53,0.631494999999995,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2.75333333333333,0.37,0.6,0.61,0.59,0.62,0.59,0.59,0.43,0.58,0.61,0.39,0.69,0.41,0.39,0.41,0.61,0.4,0.42,0.58,0.42,0.63,0.42,0.32,0.38,2.57967833333333
"S409",2024-02-06 11:37:33,35.3534833333333,"chrome 120.0.0","false","Windows 10",1272,559,"Female","26","Chinese","Singaporean","26","Bachelor or equivalent","No","Geography","Fluent (academic)","Relatively experienced (I used it a few times)",0.68,1,0.47,0.34,0.8,0.6,0.27,0.74,0.7,0.07,0.74,0.8,0.27,0.4,2.0637399999996,3,1,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,3,0,0,1,0,2,1,1,1.47436666666667,0.65,1,0.75,0.63,0.6,0.15,0.39,0.13,0.17,0.91,0,0.1,0.27,0.99,0.35,0.39,0.38,0,0.36,0,0,0,0.3,0,1.07566666666667
"S168",2024-02-05 16:35:34,49.5231333333333,"opera 106.0.0","false","Windows 10",1536,723,"Female","23","Chinese","Singaporean","23","Bachelor or equivalent","No","Digital Media","Native","No experience (but I heard about it)",0.36,1,0.81,0.52,0.73,0.81,0.59,0.78,0.87,0.79,0.65,0.6,0.61,0.58,1.26571333333353,1,2,2,3,0,2,2,1,2,0,1,2,2,1,2,3,1,2,1,1,2,1,2,2,1,1.49103333333333,0.29,0.8,0.43,0.62,0.69,0.35,0.76,0.36,0.38,0.61,0.63,0.61,0.35,0.69,0.3,0.66,0.12,0.24,0.84,0.35,0.29,0.38,0.27,0.39,0.929884999999901
"S504",2024-09-25 11:33:45,218.73165,"edge-chromium 129.0.0","false","Windows 10",1920,1080,"Male","28","Chinese","Singaporean","28","Bachelor or equivalent","Yes","EEE","Fluent (academic)","Relatively experienced (I used it a few times)",0.62,0.23,0.59,0.54,0.54,0.62,0.54,0.75,0.61,0.67,0.6,0.62,0.66,0.31,0.909575,1,2,0,2,1,2,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,2,1.60786666666667,0.6,0.65,0.65,0.42,0.42,0.53,0.38,0.39,0.4,0.6,0.32,0.59,0.32,0.6,0.63,0.36,0.36,0.63,0.41,0.38,0.47,0.34,0.64,0.56,0.997034999999901
"S056",2024-02-05 15:37:14,30.3710833333333,"chrome 120.0.0","false","Windows 10",1164,549,"Female","23","chinese","singaporean","23","Bachelor or equivalent","No","Animal behaviour","Native","Experienced (I use it often)",1,0.26,0.47,0.25,0.91,0.45,0.74,0.99,0.58,1,0.47,0.98,0.91,0.49,0.948861666666716,2,3,1,2,0,0,1,1,2,0,2,2,2,1,0,3,1,3,0,2,3,2,3,1,3,1.2361,0,0.99,0.83,1,0.59,0.56,1,0.16,0.48,0.83,0.19,0.5,0.51,1,0.35,1,0.16,1,1,0.51,0.74,0.67,0,0.5,1.19931000000002
"S179",2024-02-05 16:46:09,243.301333333333,"ios 17.3.0","true","iOS",980,1661,"Male","31","Chinese","Singapore Citizen ","31","Bachelor or equivalent","No","Human Resources ","Native","Relatively experienced (I used it a few times)",0.56,0.63,0.54,0.58,0.64,0.52,0.51,0.65,0.64,0.6,0.57,0.61,0.54,0.53,0.86325,1,1,1,0,0,0,0,1,0,1,1,0,0,0,3,0,0,2,0,1,2,2,0,0,3,2.06108333333333,0.44,0.42,1,0.45,0.54,1,1,0.58,0.38,1,0,1,0.48,0.6,0.61,1,0.41,1,0.57,0.41,0.47,0,0.32,0.5,1.86468333333333
"S483",2024-08-28 13:18:01,128.496233333333,"edge-chromium 128.0.0","false","Windows 10",1912,956,"Female","23","Chinese","Singaporean","23","High school or equivalent (A-levels, Diploma, etc.)","Yes","English Linguistics","Native","Relatively experienced (I used it a few times)",0.74,0.74,0.73,0.58,0.74,0.73,0.74,0.75,0.71,0.24,0.76,0.74,0.74,0.28,1.20891000000636,0,2,3,2,2,2,2,1,2,1,2,2,2,2,1,2,1,3,1,2,2,2,2,2,2,2.50818333333333,0.36,0.6,0.38,0.6,0.59,0.59,0.63,0.22,0.96,0.58,0.58,0.59,0.63,0.57,0.22,0.69,0.29,0.09,0.62,0.15,1,0.6,0.35,0,1.766275
"S040",2024-02-05 15:34:48,18.5805833333333,"chrome 120.0.0","false","Windows 10",1920,919,"Female","31","Chinese","Singapore","31","Bachelor or equivalent","No","Business","Native","Experienced (I use it often)",0.71,0.85,0.69,0.65,0.56,0.66,0.75,0.62,0.6,0.64,0.57,0.55,0.65,0.37,0.501808333333333,2,3,0,2,2,1,2,2,2,0,1,2,2,2,1,2,2,2,0,2,2,1,3,2,3,0.794716666666667,0.55,0.75,0.69,0.83,0.79,0.77,0.6,0.41,0.4,0.74,0.43,0.86,0.37,0.83,0.56,0.7,0.41,0.68,0.57,0.76,0.42,0.7,0.63,0.9,0.647241666666667
"S280",2024-02-05 18:52:47,160.425033333333,"chrome 121.0.0","true","Android OS",980,1707,"Female","31","Chinese ","Singaporean","31","Bachelor or equivalent","No","Statistics and data science ","Native","Relatively experienced (I used it a few times)",0.42,0.78,0.94,0.64,0.77,0.79,0.26,0.96,0.91,0.41,0.58,0.89,0.59,0.25,1.4980100000004,2,2,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,3,0,0,1,1,2,0,1,2.93411666666667,0.16,0.85,0.62,0.21,0.13,0.34,0.69,0.4,0.37,0.94,0.34,0.61,0.95,0.85,0.33,0.15,0.36,0,0.92,0.27,0.59,0.03,0.41,0.1,1.67546666666667
"S173",2024-02-05 16:38:22,26.0095333333333,"opera 106.0.0","false","Windows 10",1038,980,"Male","25","Chinese","Singaporean","18","High school or equivalent (A-levels, Diploma, etc.)","Yes","Material Science & Engineering","Native","Experienced (I use it often)",0.78,0.9,0.7,0.83,0.59,0.39,0.65,0.72,0.79,0.89,0.92,1,0.3,0.69,0.681780000001192,0,2,2,1,1,2,0,1,2,0,2,1,0,2,0,0,1,2,0,0,1,1,1,0,0,1.01946666666667,0.27,0.68,0.4,0.58,0.63,0.44,0.89,0.17,0.65,0.65,0.34,0.25,0.5,0.65,0.75,0.6,0.37,0,0.79,0.64,0.55,0.19,0,0,0.799303333332141
"S299",2024-02-05 19:24:29,19.04375,"chrome 121.0.0","true","Android OS",980,1905,"Female","28","Chinese","Singaporean","28","Bachelor or equivalent","No","Accountancy","Native","Experienced (I use it often)",0.58,0.74,0.85,0.29,0.89,0.94,0.13,0.91,0.89,0.21,0.89,0.55,0.12,0.83,1.16191166666746,2,2,2,2,0,1,1,1,1,1,1,2,0,2,1,3,1,2,1,1,1,0,2,1,1,1.50548333333333,0.17,0.82,0.59,0.61,0.35,0.84,0.78,0.33,0.3,0.59,0.36,0.69,0.31,0.76,0.37,0.8,0.23,0.07,0.68,0.14,0.68,0.7,0.03,0.27,1.22610833333333
"S135",2024-02-05 16:07:48,128.462466666667,"chrome 121.0.0","false","Windows 10",1536,760,"Male","22","Chinese","Singapore Citizen","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","Computer Engineering","Fluent (conversational)","Relatively experienced (I used it a few times)",0.84,0.81,0.89,0.3,0.94,0.89,0.98,0.86,0.9,0.28,0.93,0.92,0.22,0.27,0.852966666666667,0,1,2,3,2,1,1,1,3,1,2,3,0,2,1,1,2,3,2,1,2,0,1,0,3,2.41648333333333,0.2,0.74,0.27,0.33,0.71,0.57,0.74,0.7,0.19,0.79,0.62,0.3,0.4,0.72,0.7,0.26,0.31,0.38,0.54,0.69,0.2,0.25,0.3,0.38,0.988883333333333
"S261",2024-02-05 18:32:06,50.0442833333333,"samsung 23.0.0","true","Android OS",980,1807,"Female","27","Chinese","Singaporean","27","Bachelor or equivalent","Yes","Food science ","Native","Little experience (I tried it)",0.74,0.57,0.93,0.6,0.75,0.84,0.64,0.78,0.74,0.79,1,0.72,0.18,0.65,1.64318833333254,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1.10851666666667,0.18,0.71,0.61,0.87,0.71,0.62,0.79,0.71,0.64,0.77,0.63,0.71,0.3,0.62,0.63,0.81,0.33,0.5,0.76,0.63,0.36,0.35,0.15,0.3,1.98749666666587
"S381",2024-02-06 02:29:41,33.0451,"chrome 121.0.0","false","Windows 10",1280,567,"Male","25","Chinese","Singaporean","25","High school or equivalent (A-levels, Diploma, etc.)","Yes","Social Sciences","Native","Experienced (I use it often)",0.66,0.74,0.84,0.74,0.32,0.58,0.36,0.88,0.63,0.65,0.61,0.73,0.64,0.59,0.869984999999901,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1.9993,0.18,0.78,0.6,0.36,0.66,0.31,0.47,0.4,0.62,0.65,0.29,0.47,0.37,0.69,0.73,0.11,0.57,0.16,0.72,0.23,0.38,0.41,0.27,0.09,0.921451666666816
"S359",2024-02-05 22:40:16,23.7454,"ios 16.6.0","true","iOS",980,1675,"Female","27","Chinese","Singaporean","27","University (master) <sub><sup>or equivalent</sup></sub>","Yes","Public health ","Native","Highly experienced (I use it a lot)",0.78,0.75,0.63,0.84,0.92,0.65,0.24,0.96,0.73,0.24,0.72,0.75,0.73,0.26,0.855183333333333,3,2,1,2,0,0,0,1,1,0,1,1,0,0,1,1,0,3,0,1,2,1,2,1,2,1.27251666666667,0.33,0.79,0.8,0.69,0.26,0.28,0.81,0.15,0.93,0.75,0.69,0.23,0.76,0.81,0.27,0.32,0.29,0.14,0.84,0.82,0.85,0.1,0.24,0.18,0.960716666666669
"S220",2024-02-05 17:35:28,25.8494,"chrome 121.0.0","true","Android OS",980,1862,"Female","43","Chinese","Singaporean","43","University (master) <sub><sup>or equivalent</sup></sub>","No","Science","Native","Little experience (I tried it)",0.53,0.86,0.82,0.21,0.89,0.83,0.16,0.88,0.85,0.76,0.8,0.73,0.79,0.19,0.610535000000025,0,1,0,1,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1.62591666666667,0.33,0.33,0.8,0.23,0.71,0.34,0.88,0.25,0.25,0.23,0.17,0.3,0.26,0.78,0.94,0.21,0.21,0.22,0.86,0.23,0.69,0.2,0.21,0.22,1.02555999999996
"S078",2024-02-05 15:43:56,15.6936166666667,"chrome 121.0.0","false","Windows 10",1920,911,"Female","21","chinese","singaporean","21","High school or equivalent (A-levels, Diploma, etc.)","Yes","medicine","Native","Experienced (I use it often)",0.73,0.75,0.67,0.37,0.76,0.6,0.31,0.86,0.8,0.62,0.72,0.8,0.33,0.34,0.617391666666667,2,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1.17156666666667,0.36,0.62,0.38,0.31,0.58,0.36,0.36,0.17,0.34,0.4,0.69,0.3,0.34,0.6,0.78,0.26,0.61,0.3,0.39,0.3,0.35,0.6,0.6,0.16,0.769183333333333
"S082",2024-02-05 15:45:11,40.7218333333333,"chrome 120.0.0","false","Mac OS",1440,779,"Female","22","Chinese","Singaporean","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","Food Science","Native","Little experience (I tried it)",0.64,0.56,0.55,0.67,0.58,0.53,0.43,0.54,0.29,0.43,0.41,0.74,0.54,0.47,0.668471666666369,2,1,2,2,0,1,1,1,1,0,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1.18095,0.11,0.64,0.3,0.42,0.56,0.53,0.47,0.63,0.39,0.55,0.59,0.3,0.42,0.6,0.65,0.38,0.55,0.13,0.86,0.54,0.56,0.45,0.25,0.13,1.0034449999998
"S499",2024-09-17 13:35:07,100.72805,"edge-chromium 128.0.0","false","Windows 10",1912,956,"Male","25","Chinese","Chinese","1","University (master) <sub><sup>or equivalent</sup></sub>","Yes","business","Fluent (academic)","Highly experienced (I use it a lot)",1,0,1,1,1,0,1,0,1,1,0.15,1,1,0.21,1.69945,0,0,0,0,3,2,0,2,2,0,1,2,0,2,3,1,0,2,0,2,0,3,2,3,3,1.49548333333333,0.05,0.09,0.07,0.58,0.57,0,0.88,0.94,0.83,1,0,0.24,0.12,0.46,0.46,0.39,0.4,0.14,0.1,0.07,0.05,0.13,0.35,0.07,3.64621500000159
"S111",2024-02-05 15:59:54,35.3211833333333,"chrome 121.0.0","false","Mac OS",1440,788,"Male","23","Chinese","Singaporean","23","High school or equivalent (A-levels, Diploma, etc.)","Yes","Psychology","Native","Relatively experienced (I used it a few times)",0.59,0.64,0.32,0.4,0.59,0.64,0.18,0.59,0.63,0.62,0.46,0.52,0.59,0.43,0.813671666666865,2,2,0,2,0,1,0,1,1,2,1,1,0,2,0,1,0,2,0,1,0,2,1,1,1,1.95885,0.12,0.79,0.61,0.38,0.17,0.54,0.7,0.33,0.45,0.91,0.36,0.33,0.83,0.89,0.78,0.35,0.61,0.05,0.81,0.14,0.64,0.23,0.01,0.21,2.42484666666687
"S155",2024-02-05 16:19:28,37.0669,"chrome 121.0.0","false","Windows 10",1740,831,"Male","26","Chinese","Singaporean","26","University (master) <sub><sup>or equivalent</sup></sub>","No","Arts and Humanities","Native","Experienced (I use it often)",0.66,0.29,0.36,0.68,0.58,0.37,0.63,0.37,0.58,0.26,0.6,0.38,0.42,0.58,0.375703333334128,2,1,2,1,2,0,2,2,1,1,1,3,2,1,3,3,1,3,1,0,1,2,3,2,3,0.702866666666667,0.38,0.39,0.37,0.93,0.69,0.08,0.75,0.7,0.6,0.27,0.73,1,0,0.67,0.62,0.85,0,0.21,0.82,0.86,0.21,0.6,0.6,0.34,0.619248333334923
"S316",2024-02-05 20:21:52,29.59095,"ios 17.2.0","true","iOS",980,1722,"Male","45","Chinese","Singaporean","45","Bachelor or equivalent","No","Business ","Fluent (academic)","Little experience (I tried it)",0.64,0.3,0.7,0.76,0.72,0.33,0.35,0.74,0.64,0.31,0.65,0.63,0.43,0.25,1.18981666666667,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2.7284,0.38,0.68,0.77,0.31,0.39,0.63,0.44,0.66,0.39,0.41,0.37,0.67,0.4,0.59,0.46,0.32,0.7,0.84,0.57,0.65,0.46,0.23,0.6,0.17,1.70768333333333
"S136",2024-02-05 16:08:00,114.008283333333,"chrome 121.0.0","false","Windows 10",850,325,"Female","28","chinese","Singapore citizen","28","Bachelor or equivalent","No","Electrical Engineering","Native","Relatively experienced (I used it a few times)",0.65,0.57,0.59,0.76,0.41,0.57,0.3,0.7,0.63,0.52,0.81,0.88,0.37,0.56,0.996205000000199,0,2,1,1,1,0,1,1,0,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,3,1.51213333333333,0.31,0.73,0.66,0.69,0.72,0.55,0.81,0.32,0.34,0.68,0.33,0.58,0.23,0.66,0.39,0.73,0.35,0.43,0.73,0.36,0.32,0.68,0.31,0.33,0.773821666666865
"S536",2024-11-05 13:13:08,125.359166666667,"edge-chromium 130.0.0","false","Windows 10",1912,956,"Female","22","Malay","Singaporeans","22","High school or equivalent (A-levels, Diploma, etc.)","Yes","Psychology and Linguistics & Multilingual Studies","Native","Experienced (I use it often)",0.45,0.78,0.56,0.58,0.6,0.62,0.63,0.63,0.36,0.81,0.44,0.57,0.64,0.43,2.00146666666667,1,1,2,3,1,1,0,1,2,2,1,2,1,1,2,2,0,3,0,1,1,1,1,2,1,2.2874,0.06,0.68,0.57,0.22,0.68,0.41,0.58,0.43,0.61,0.76,0.28,0.43,0.55,0.68,0.28,0.39,0.39,0.27,0.66,0.45,0.65,0.4,0.1,0.38,1.85735666666652
